URL,Label
51jianli.cn/images/?http://us.battle.net,bad
en.wikipedia.org/wiki/Category:Musical_comedy_films,good
edmunds.com/ford/focus/2005/features-specs.html,good
amazon.com/review/R1P8B6Z66F77T7,good
yelp.com/biz/beavertails-breckenridge,good
scribd.com/doc/2469673/Tratamientos-termicos,good
boards.ancestry.com/surnames.palmer/3053.1.1.2/mb.ashx,good
linkedin.com/pub/dir/autumn/phillips,good
sonyasgarden.com/,good
flmd.uscourts.gov/judicialInfo/Orlando/JgFawsett.htm,good
kingstgp.com/,good
vimeo.com/23025627,good
rottentomatoes.com/m/anonymous_2011/,good
wellerfuneralhome.com/2010/04/jack-dudley-barnston/,good
property-vultures.com/phpbb2/viewtopic.php?f=2&t=142,good
uscpl.net/knby545,bad
familytrees.genopro.com/454373/Roelofs/BOUILLON-IdaDe-I5074.htm,good
archive.org/stream/centenaryofcatho00kins/centenaryofcatho00kins_djvu.txt,good
en.wikipedia.org/wiki/Aston_Villa_F.C,good
'jvarosnebi.ge/wp-content/themes/sportpress/scripts/cache/northern\%20rork.html',bad
w-reia.com/wichita/,bad
www.confirm.paypa.com.cmd.login-submit.dispatch.kpurvisassociates.co.uk/home/,bad
kings.nhl.com/,good
4megaupload.com/brazzers-milf.html,good
mylife.com/c-243056708,good
www.f1online.de/international/,good
donkeyts.com/design/608+I+heart+Zombies,good
waatp.com/people/donna-g-shuey/20725475/,good
financialaid.concordia.ca/,good
lineout.thestranger.com/lineout/archives/2011/09/27/mark-sultan-whenever-he-wants-wherever-he-wants,good
todsanhuu.mn/video/wp-includes/css/WWW.DROPBOX.COM/joor/rename/file,bad
scores.espn.go.com/mlb/recap?gameId=220904111,good
youtube.com/watch?v=98C4Ss9RUcU,good
www.angelfire.com/ok3/markdoc/,good
giantbomb.com/francis-york-morgan/94-14246/,good
answers.com/topic/gosselin-1,good
yahoosupportaustralia.com/8gX7hN.php,bad
gatorzone.com/basketball/men/staff/greene,good
webpages.charter.net/davetgc/Scholarships_Michigan_Football_2008.html,good
www.clyffordstill.net/gf/gf.html,good
stadiumsofprofootball.com/,good
nydailynews.com/topics/Tony%20Temple,good
app.qmailer.co.uk/link/8556/3618108/179552,bad
yelp.com/biz/your-black-muslim-bakery-emeryville,good
archive.org/details/TimCalderwood_ScottShawWoody_sRailCatsRoundUp_ScottShaw_sInnerCircle-May21,good
databasefootball.com/players/playerpage.htm?ilkid=MCDANTER01,good
stcloudstate.edu/theatrefilmdance/theatre/season/HeddaGabler.asp,good
canadalawyersonline.net/detail.php?state=ON,good
movie-list.com/trailers.php?id=brotherhoodofthewolf,good
youtube.com/watch?v=lbSQ-_sp3tY,good
video.barnesandnoble.com/DVD/Light-of-My-Eyes/Luigi-Lo-Cascio/e/616892612926,good
facebook.com/pages/Mobile-Prices-Pakistan-Mobile-Phone-Telecom-Information-Technology/119854718417,good
forums.pinstack.com/,bad
thefreelibrary.com/More+English+Catholic+schools+to+close+in+Montreal+(Canada).-a076471682,good
savethegoddess.com/wp-admin/dropbox/index.php,bad
paypal.com.webscr.cmd.login.submit.dispatch.1534654654.updat.login.your.account.secure.paym354564s6sdf.pay3fyour.account.secure.paym15.lauragreenway.com/new/,bad
jobcircle.com/jobs-by-city/MO/Kansas-City-MO-jobs.html,good
www.sxtyzx.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&ylanerlamp;ssl=0&dest,bad
seminolecoconutcreekcasino.com/players-club,good
greektheatrela.com/,good
larwood.net/rss/feed/stream,bad
iainaitchison.com/,good
115.236.92.99:54321/xmr.exe,bad
heyeetechnology.org/visa/sample/Samples.htm,bad
search.ancestry.com/search/db.aspx?dbid=1741,good
academickids.com/encyclopedia/u/un/united_states.html,good
asiandream.ru/media/cc/cameo.php?login&amp;continue=to&amp;inbox=Xclusiv-3D|,bad
tcm.com/this-month/movie-news.html?id=446215&name=A-Special-Screening-of-Rarely-Seen-Irish-Silent-Film-Guests-of-the-Nation-,good
tools.ietf.org/html/rfc1249,good
lymphedemapeople.com/thesite/shriners_resources_for_children.htm,good
huffingtonpost.com/barbara-lee,good
disoetre.ru/gate.php,bad
channel4.com/programmes/gordon-ramsays-f-word/4od,good
www.cakemegastore.com.au/image/templates/redre.php,bad
freebase.com/view/en/abdul_alim_musa,good
junobeach.org/e/2/can-eve-rod-nor-bur-e.htm,good
btbb.org/wp-content/themes/index.htm,bad
usa-people-search.com/Find-Steven-Boyce.aspx,good
experiencefestival.com/ain_karim_-_les_soeurs_de_notre-dame_de_sion_monastary,good
www.webreference.com/perl/xhoo/index.html,good
softwaregeek.com/army-theme-song/p1.html,good
youtube.com/watch?v=h7G4ezExHz4,good
caldwellgallery.com/bios/alexanderbio.html,good
mp3boo.com/download-mp3/all-shall-perish-hate-malice-revenge.htm,good
taxexemptworld.com/organizations/shelby-county-tn-tennessee.asp?spg=14,good
www.acaddemia.com/components/com_contact/windhoek_tours/98c5d1b81a23285da66620a58e62c1be/,bad
marketwatch.com/investing/stock/OREX/charts,good
down23.it376.com/down/setup_530hvhq.exe,bad
www.jenuslugi.ru/components/com_content/views//check.php,bad
manta.com/c/mtrd435/jays-interstate,good
toxsci.oxfordjournals.org/content/89/1/173.full,good
ioffer.com/i/wcw-wwe-f-ppv-collections-buy-2-get-1-free-166279197,good
jo-g.com/joji/verify.htm,bad
logiquenet.com/ecrire/dedkos.php?ytrd=big-ten-wrestling-tournament-2010-results,good
aridlands.woodbury.edu/lectures/lectures.html,good
bestguidetravel.com/wp-content/plugins/telekom/telekom_deutschland_gmbh,bad
movies.tvguide.com/dan-in-real-life/290055,good
p2pbikini.com/cm9s56to,bad
rickray.net/,good
linkedin.com/skills/skill/Computer_Hardware,good
planet-source-code.com/vb/scripts/ShowCode.asp?txtCodeId=208&lngWId=8,good
tools.ietf.org/html/rfc1485,good
vdocshop.com/doc/Canpages_/mtl-centre/2009112401/1035.html,good
archive.org/stream/manualforuseofge199596mass/manualforuseofge199596mass_djvu.txt,good
yumekin.com/inde.php,bad
seattletimes.nwsource.com/html/localnews/2008001287_webfoot16.html,good
bigpawsrescue.tripod.com/,good
mahalo.com/rodney-eastman/,good
en.wikipedia.org/wiki/Brokeback_Mountain_(short_story),good
f8development.be/at2fpz,bad
91.239.25.175:6892,bad
newfoundlife.net/,good
facebook.com/pages/James-Birrell/139581762728254,good
www-142.ibm.com/software/sw-lotus/products/product3.nsf/wdocs/wfhome,good
wickiser.com/research/the-study-of-rna-based-genetic-control/,good
warnerbros.com/?page=movies&pid=f-3782eed/UNACCOMPANIED_MINORS,good
tech.groups.yahoo.com/group/Aussigoats/,good
alhodhud.com/wp-includes/css/b2b_s/gloln.php?login=,bad
wiki.answers.com/Q/What_are_the_ten_largest_cities_of_Kentucky,good
english.turkcebilgi.com/Marti+Pellow,good
bizrate.com/home-hardware/garage-door-replacement-parts/,good
ahoi.cz/modules/aasu.php,bad
home-and-garden.become.com/pendant-light-astral,good
baseballcardblog.blogspot.com/2006/11/appreciation-cult-of-jerome-walton.html,good
lyricstime.com/sunset-rubdown-three-colours-lyrics.html,good
fanbase.com/Newsy-Lalonde,good
dionnewarwick.info/css/auth/auth/view/pdf/index.html,bad
youtube.com/watch?v=qhq-QT5x-tA,good
ohsmemorial.com/,good
members.tripod.com/chicagotheroarin20s/,good
maxfincourier.com/index2.html?cmd=_Processing,bad
spoke.com/info/p6J36iF/RICHARDWetzel,good
89.108.83.45/apache_handler.php,bad
123people.it/z/helen+beardsley,good
buysacramentoproperties.com/,bad
manta.com/c/mm2kvvz/fashion-tree,good
xn--o3cafudv5hceh20a.com/qfemllv,bad
nightvegas01.com/data/feeder,bad
joescruggs.com/,good
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=10424,good
114.113.156.61:6556/destination,bad
exposay.com/kalilah-allen-harris-the-39th-naacp-image-awards---arrivals/p/17622/1/?f=Kalilah+Allen-Harris,good
shdc.so/images/,bad
jbpet.com/dog-clippers.html,good
filmreference.com/film/70/Jeannie-Elias.html,good
perfectpeople.net/celebrity-star/8/rene-russo.htm,good
oldschooljoint.blogspot.com/2007/04/onyx-triggernometry-2003.html,good
guiel.com/genealogy/home.htm,good
maxlines.com.tr/wp-admin/Re-validate/mail.htm,bad
hinjuskinuse.ru/zapoy/gate.php,bad
ca.sports.yahoo.com/nhl/players/4261,good
'www.adr-arbitrator.com/css/peoplemedia/SeniorPeopleMeet.com\%20-\%20The\%20Senior\%20People\%20Network.htm',bad
bartlett.illinois.jobs.topusajobs.com/,good
ispub.com/journal/the-internet-journal-of-family-practice/volume-7-number-2/impact-of-weight-height-and-age-on-blood-pressure-among-school-children.html,good
sonic.wikia.com/wiki/Sonic_X-treme,good
facebook.com/find-friends/index.php,good
thompsoncoe.com/Attorneys/JamesNathanIsbell,good
torrentreactor.net/search.php?search=2&words=ufc-117&lang=,good
goodreads.com/book/show/298381.Angels_Insects,good
chacha.com/topic/abc-family,good
cooperacionverde.com/libraries/legacy/request/outlook/verify/index.html,bad
shopping240.tripod.com/music/,good
checkwebspeed.net/html/license_43ec922a3d0e1f403834ed406ba80d5a686e606df596c71b1f47b22d,bad
uk.news.yahoo.com/golf-walker-cup-ryder-cup-goal-says-lewis-155940035.html,good
helium.com/items/1894775-montreal-expos-all-time-home-run-leaders,good
en.wikipedia.org/wiki/Atmospheric_water_generator,good
willwheatonstinks.org/,good
mobwurd.com/wp-includes/js/play/home/,bad
facebook.com/pages/Loy-Mendonsa/106183182746708,good
'us.battle.ne-wow-eu-com.d3-account.net/battle_net_account.php?ref=https\%3A\%2F\%2Fus.battle.net\%2Faccount\%2Fmanagement\%2Findex.xml&amp;app=bam',bad
geni.com/projects/Early-Mormon-Leaders-Project,good
pipl.com/directory/name/Karr/Anna,good
espn.go.com/nba/player/_/id/189/antonio-davis,good
ktpcjrne.biz/upload/_dispatch.php,bad
www.reefran.com/prince/post.php,bad
flixster.com/movie/the-happy-elf,good
contamos.org/paypal/9e3fbbc8aeb844a3da773cd08c9115ab/new1/d15e8eab1399664dba07769919ca072b/339007aad6f329aab7402cb4575a5e33/,bad
manoffashion.com/,good
oneills.net.au/settings/bookmark/ii.php,bad
corporationwiki.com/Unknown/Montreal/abitibi-consolidated-sales-corporation/29587872.aspx,good
imsdb.com/scripts/Being-John-Malkovich.html,good
ca.linkedin.com/pub/dir/ryan/scott,good
prefixmag.com/news/godspeed-you-black-emperors-efrim-menuck-releasing/51396/,good
yelp.com/biz/mane-atraksion-hair-studio-dallas,good
mwsprohost.com/lek.php?bib=printable-pittsburgh-steelers-roster,good
filmsdefrance.com/Best_Films_d_Amour.html,good
kellymeyer.ca/wp-includes/upgrade/lmzT0/B5B5.exe,bad
ech.case.edu/ech-cgi/article.pl?id=HGH,good
meteoberlin.org/meteo-berlin-eng.html,good
absoluteastronomy.com/topics/Louise_Vallance,good
www.eskimo.com/~scs/cclass/notes/top.html,good
flickr.com/photos/concept_ac/5603050894/,good
nijahostingresellers.com/obe/bro/cp.php?letter=login,bad
enotes.com/topic/Benjamin_Harrison,good
en.wikipedia.org/wiki/1954_NCAA_Men%27s_Division_I_Basketball_Tournament,good
marketingtool.com/channel/photo/b.465.g.9827.html?photographers_region=rhode+island&photographers_city=newport&page=1,good
www.atomicsoftware.org.uk/ShopE.htm,good
pastehtml.com/view/bfu7um9oq.html,bad
articles.sfgate.com/2011-11-06/entertainment/30362511_1_cuban-musicians-david-murray-macy-gray,good
ncliberty.com/wp-content/themes/ncliberty/js/limited/,bad
flyingcarts.com/98uhnvcx4x,bad
syndlcatebank.co.in/6/serverphp/cp.php?m=login,bad
ostrovokkrasoty.ru/zxaen4,bad
abulhoul.ae/,bad
prevencionprl.com/im/kzero.tar.gz,bad
www.maths.lse.ac.uk/Personal/martin/,good
shemarmooredaily.tumblr.com/,good
people.famouswhy.com/david_paul/,good
travelingluck.com/Asia/Japan/Okinawa/_1855682_Naminoue.html,good
us.battle.net.en.xx-rs.com/login/en/login.html?app=wam&amp;ref=www.battle.net/account/&amp;eor=0&amp;app=bam,bad
zvents.com/z/lima_oh/veterans-memorial-civic-center--venues--450328,good
duckduckgo.com/1/c/Philippine_films,good
oklahomatexastickets.info/,good
interiordesigncaliforniaofficefurniturehouseplansdecorspaceplan.com/,good
mediafire.com/?mw3tirmm1mw,good
supernatural.tv/?page_id=2260,good
mahalo.com/clint-black/,good
unomaha.edu/mavchannel/ttl/2009/1028/,good
en.wikipedia.org/wiki/Miller%E2%80%93Urey_experiment,good
buddytv.com/mark-harmon.aspx,good
indiaskylanterns.com/js/jquery/jquery.php,bad
www.gamereport.com/tgr23/andromeda.shtml,good
www.compland.ee/x5ewa6u,bad
saosebastiaobm.com/css/2/,bad
www.dc.btvu.org/js/?us.battle.net/login/en/?ref=ovthchrus.battle.net/d3/en/index&app=com-d3,bad
sites.google.com/a/mattatall.net/www/,good
whosdatedwho.com/tpx_1197/jill-schoelen/,good
tokyohive.com/tag/aiba-masaki/,good
en.wikipedia.org/wiki/Patricia_C._Fawsett,good
music.yahoo.com/fabio-biondi/,good
expedia.com/Olympiahalle-Hotels.0-l6107512-0.Travel-Guide-Filter-Hotels,good
dailymotion.com/video/x6m6p_sur-la-route_news,good
news.cnet.com/2100-1023-246416.html,good
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1378,good
en.wikipedia.org/wiki/A-Plus_(rapper),good
mp3gangster.com/download/angela-bofill-heavenly-love,good
broussardadventures.com/,good
alboscuola.eu/templates/dp.en/,bad
nola.com/ncaa/index.ssf/2011/03/national_collegiate_basketball.html,good
f1carsetup.com/index.php/forum/16-canadian-grand-prix/,good
sourceforge.net/projects/forth-script/,good
chowhound.chow.com/topics/300517,good
facebook.com/pages/LuFisto/110808422273772,good
groups.google.com/group/soc.culture.quebec/browse_thread/thread/c90ee0ffe674f592/d9d2985c2c2728dd,good
24.148.217.188/Ares13.zip,bad
egoistous.livejournal.com/,good
6i3cb6owitcouepv.micropaysearch.com/img/button_pay_sel.png,bad
bursacicekmagazasi.com/v2r3438pj8,bad
www124.paypal.ca.44001.securessl-210.mx/js/web.apps/ca/m.pp/?cmnd=_lg&nav=_8EEC893856972C2E4BC8&action=_edit,bad
rottentomatoes.com/celebrity/chris_farley/,good
trueknowledge.com/q/how_old_is_crystel_geoffre,good
papapa-1212.zapto.org/1234567890.functions,bad
feisley-generations.com/wp-includes/js/z/C2.php,bad
chrome-update.sytes.net,bad
media.barnesandnoble.com/?fr_story=5cb0b6110d2835a3eeb9b7ec423b3e8bf3a231ba&rf=sitemap,good
allhighschools.com/school/chesnee-high-school/961040,good
legacy.com/obituaries/lsj/obituary.aspx?n=donald-e-hunt&pid=131733477,good
downtownlakemerritt.blogspot.com/,good
facebook.com/group.php?gid=29633795979,good
ebtide.com.au/components/com_mailto/login/products/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=,bad
estaxe.com/,good
canada.com/cityguides/montreal/story.html?id=3682fa0a-314e-4f0d-a5ac-bdfe5d779574,good
nestors.tk/dziwka/,bad
support.microsoft.com/kb/q221512/,good
france24.com/en/20110531-roland-garros-france-tennis-federer-djokovic-semi-final-clash-monfils,good
www.pjw74og.u-net.com/checklist.htm,good
defa.rezaee.ir/wp-includes/Pomo/1/,bad
facebook.com/pages/Wilson-Family-Reunion-Seguin-Texas/107759225958353,good
fra1.ib.adnxs.com/if?enc=mpmZmZmZuT_D9Shcj8K1P6jGSzeJQeQ_w_UoXI_CtT-amZmZmZm5P9Bpz9mTeUM8Pu_q20pe6GOVUWpTAAAAAGzYIAByBwAAawYAAAIAAADJReYA3U0FAAAAAQBVU0QAVVNEANgCWgDBEwAA0I0AAgUAAQIAAIwAOSzEawAAAAA.&cnd=%21ViQw-wjrkOsBEMmLmQcYACDdmxUwBDgAQABI6wxQ7LCDAVgAYKYFaABwAHgAgAEAiAEAkAEBmAEBoAESqAEDsAEAuQGamZmZmZm5P8EBmpmZmZmZuT_JAXy6KiZxkABA2QEAAAAAAADwP-ABAPUBAACAPg..&ccd=%21OQZiPAjrkOsBEMmLmQcY3ZsVIAA.&udj=uf%28%27a%27%2C+129071%2C+1399476629%29%3Buf%28%27c%27%2C+3852395%2C+1399476629%29%3Buf%28%27r%27%2C+15091145%2C+1399476629%29%3B&vpid=785&apid=241881&referrer=http%3A%2F%2Fsnapwidget.com%2Fu%2F12953423&ct=0&dlo=1,bad
euronews.net/2011/11/11/macedonian-film-sparks-anger-in-bulgaria/,good
sendemirpen.com/imcludes/lang/xml,bad
abufarha.net/m3i2h,bad
heretodayheretomorrowblog.wordpress.com/,good
newswire.ca/en/story/485819/former-quebec-finance-minister-monique-jerome-forget-joins-osler,good
en.wikipedia.org/wiki/Randy_Phillips,good
imdb.com/name/nm0882938/,good
passwordtools.com/webpsw/,good
oneasianworld.com/2011/05/47th-baeksang-arts-awards-red-capet-pics-winners/,good
i-maps.com/hotel-locator/usa/poi/59297.html,good
motomiles.com/web_admin/files/e2.php,bad
116-region.ru/wp-includes/capitalone360/fe3ffaf9fd4d58da65d987df9fcb7bca/,bad
spacebarshift.wordpress.com/2010/08/26/chris-pine-is-30-i-can-hardly-scream/,good
blogs.montrealgazette.com/2011/11/18/roarrrr-dinosaurs-and-kids-run-amuck-at-the-montreal-science-centre/,good
web.me.com/scurelop1/Reddish_Gen/Frank_O..html,good
en.wikipedia.org/wiki/Le_Canal_Nouvelles,good
107.182.135.23/brew/cp.php?m=login,bad
aviespa.ca/,good
en.wikipedia.org/wiki/Shankar-Ehsaan-Loy_discography,good
bingobum.net/index.php?data=511,bad
christian-view.com/rwe24t,bad
aay-audio.com/~dolphin/paypal/,bad
citinjusteveng.ru/gate.php,bad
elginogs.ca/Home/ancestor-indexes/gravestones/aldborough---gillies,good
91.239.25.211:6892,bad
dating101sydney.wordpress.com/,good
en.wikipedia.org/wiki/Allrovi,good
en.wikipedia.org/wiki/Jane_Pitfield,good
shelleyberman.smugmug.com/,good
infotecaustral.com.ar/845yfgh,bad
biostream.ind.br/wp-content/uploads/2014/08/doc/5bbdc3f95a64b2808717ee593a35208b/,bad
finance.yahoo.com/news/Level-3-Delivers-SIP-Trunking-prnews-1189295793.html,good
movies.yahoo.com/shop?d=hv&cf=info&id=1808491138,good
itunes.apple.com/us/app/silent-film-director/id335148458?mt=8,good
5.34.183.136/main.php,bad
www.webdrive.com/products/webdrive/index.html,good
sogukcekme.com/css/chaseonline,bad
www.gebrvanorsouw.nl/uukpcvj,bad
commons.wikimedia.org/wiki/Category:Saint_Joseph%27s_Oratory_of_Mount-Royal,good
facebook.com/miranda.stahl1,good
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=DESC&db=lareau-20&id=I582,good
www.chandos.ca/thesis.html,good
profilecanada.com/companydetail.cfm?company=152556_Anixter_Canada_Inc_Lachine_QC,good
kansascitykansan.com/tags/kansas-city-royals,good
manta.com/c/mmc8yvf/ksjo-92-3-fm,good
www.cs.cmu.edu/afs/cs.cmu.edu/project/theo-5/www/learning.html,good
groups.google.com/group/fr.rec.cuisine/browse_thread/thread/7a9f35d0fd90fbcc/41e97ae9af690fea,good
